yummy,convenient,spicy,fattening,greasy,fast,cheap,tasty,expensive,healthy,disgusting,Like,Age,VisitFrequency,Gender,Cluster,PCA1,PCA2
0,1,0,1,1,1,0,0,1,0,1,0,28,0,0,3,-2.1106652262195693,1.220272097333843
0,1,0,1,0,1,1,0,0,0,0,4,52,5,0,1,-0.0764269779584271,-1.9810559857352867
1,1,0,1,0,1,1,0,0,0,0,0,30,4,1,1,0.9926403984119899,-0.22656882355298816
1,1,0,1,0,1,1,1,0,0,0,5,52,5,0,1,1.5522430112861758,-0.7834023410527859
1,1,0,0,0,1,1,1,0,0,0,3,55,3,0,0,2.1297827894617347,-1.0836918638546056
0,0,0,1,1,1,0,0,1,0,1,9,35,5,0,3,-3.961537862177435,0.21202107018261168
1,1,0,1,0,1,1,1,0,0,0,2,29,4,1,1,1.7320126033129293,0.28200386739348077
1,1,0,1,1,1,1,1,0,0,0,1,55,5,1,2,1.1925527838304777,-0.05598536402728595
0,1,0,1,1,1,1,1,0,0,1,0,50,0,0,2,-0.2454710325892465,-0.8968951997249804
0,1,0,1,1,1,1,0,0,0,1,5,34,4,1,3,-1.6530467420486485,-1.1719286463596983
0,1,0,1,0,1,1,1,0,0,0,8,59,2,0,1,0.5077778091798499,-1.6877469424727474
1,1,1,0,0,1,0,1,1,1,0,3,40,4,1,0,1.5565274445442008,1.5032798729294352
1,1,0,1,0,1,1,1,0,0,0,2,39,3,0,1,1.8669527010235958,-0.23151000977988692
0,1,0,1,1,0,0,1,0,1,0,8,46,0,0,2,-0.4924925766891499,0.5089400476828315
1,1,0,0,0,0,1,1,0,0,0,10,25,4,1,0,0.894171321571385,0.14424436613297928
0,1,0,1,1,0,0,0,1,0,1,6,48,0,1,3,-3.5012601700028245,1.2518343382668613
1,1,0,1,0,1,1,1,0,0,0,2,56,4,0,1,1.7725393825758031,-0.6979508399857033
0,1,0,1,1,1,1,0,0,0,1,6,46,5,0,3,-1.627495210533077,-1.8514034174758967
1,1,1,1,0,1,1,1,0,1,0,10,44,4,1,1,1.6745596120133095,-0.7153110173111462
0,1,0,0,0,1,1,0,0,1,1,9,55,5,0,0,-0.4158805898046757,-3.0384432625512865
1,1,0,1,1,1,1,1,0,0,0,2,63,1,1,2,1.1252000668037792,-0.18777435392066658
0,1,0,1,1,1,0,1,1,0,0,0,58,0,1,2,-0.5905572632843273,1.5547463223862847
1,1,0,1,1,1,1,1,0,0,0,3,18,3,1,2,1.2440417866398215,0.849322480170911
0,1,0,1,0,1,0,1,1,0,0,8,60,0,1,1,-0.7305956975019269,0.7794514487108094
0,1,0,1,0,1,1,0,0,0,0,9,63,5,0,1,-0.5096063885267123,-2.5235345256015695
1,1,0,1,1,1,1,1,0,0,0,2,30,3,0,2,1.4333607812333429,0.30550473435733283
0,1,0,1,1,0,0,0,1,0,0,9,67,2,0,3,-2.722464948790554,0.48373025333270625
0,0,0,1,1,1,0,0,1,0,0,9,65,2,0,3,-3.120628055470134,-0.23580472504604544
1,1,1,1,1,1,1,1,0,1,0,2,61,3,0,2,1.9058344721483789,-0.6839027772411589
0,1,0,1,0,1,0,1,0,0,0,1,52,4,1,1,0.34496960564895035,0.11293068407880544
1,1,0,1,1,1,0,1,1,0,0,6,23,5,0,2,0.05421397451079463,2.354743839791091
0,1,0,1,1,0,0,0,1,0,1,7,41,0,0,3,-3.3715833929743058,1.089994343230284
1,1,0,1,1,1,1,1,0,0,1,8,57,0,1,2,-0.2405216851613918,-0.5422009531361844
0,1,0,1,0,1,1,0,0,0,0,8,46,5,0,1,-0.3511022461309098,-2.036203618162159
1,1,0,1,1,1,0,1,1,0,0,5,36,0,1,2,-0.0452888917433041,2.5194634485986414
0,0,0,1,1,1,1,0,1,1,1,9,54,2,1,3,-3.0673428148717625,-1.024608571412892
1,1,0,1,1,1,1,1,0,0,0,1,37,3,1,2,1.3036840042048246,0.4673447293939102
1,1,0,1,1,1,1,1,0,0,0,10,33,4,0,2,0.7993088535057399,-0.2200374148284235
1,1,0,1,1,0,1,1,0,0,0,2,26,4,1,2,0.603163597889888,1.2331962405699584
1,1,0,0,0,0,0,1,1,1,0,3,27,4,1,0,0.9199278262681926,2.496671259494612
0,1,0,1,0,1,1,0,0,0,1,9,34,5,1,3,-1.4914241382271232,-1.7185923943915606
1,1,0,1,0,0,1,1,0,0,0,1,49,3,1,1,1.0565867289600208,0.4212985331066553
1,1,0,1,0,1,1,1,0,1,0,2,34,4,0,1,2.46877330095525,-0.23784751420359818
0,1,0,1,1,1,1,0,0,0,1,2,37,3,0,3,-1.2562566125839798,-1.3497166104385352
0,1,0,1,1,1,0,0,0,1,0,7,62,5,1,3,-0.945483179095761,-0.8711540847994798
0,1,0,1,0,1,1,0,0,0,0,1,54,3,1,1,-0.006194535852131609,-1.5242818104331
0,1,1,1,1,1,1,1,1,1,0,6,37,5,0,2,0.32414567316782295,0.10801892307620704
1,1,1,1,1,1,1,1,0,0,0,0,57,0,1,2,1.3517091508393844,0.008593237278592585
0,0,0,1,1,0,0,0,1,0,1,4,48,0,1,3,-4.42335098350091,1.1532296156991195
0,1,0,1,1,1,1,0,0,0,1,9,59,2,0,3,-1.882895208300613,-2.246834297356409
1,1,0,1,0,1,1,1,0,1,0,3,52,3,0,1,2.317275133420847,-0.7194831043014337
0,1,0,1,1,1,1,1,0,0,0,0,36,0,0,2,0.7735153543695287,-0.31233105656536836
0,1,0,1,1,1,1,0,0,0,0,6,35,0,1,2,-0.7354048168446136,-0.8983323036517831
0,1,0,1,1,1,0,0,1,0,1,7,43,5,1,3,-2.946121502214485,0.6034159173862432
0,1,0,1,0,1,1,0,0,0,1,7,60,2,0,3,-1.2585500555657676,-2.474708522974267
0,1,0,1,1,1,1,0,0,0,0,6,32,2,0,2,-0.5729230083923713,-1.1729624034808526
1,1,0,1,0,1,1,1,0,0,0,3,62,4,1,1,1.4958130443958886,-0.6148786070363668
1,1,0,1,1,1,0,1,1,0,0,3,45,3,1,2,0.02732714596554229,2.299578556355231
1,1,0,1,0,1,1,1,0,0,0,3,45,3,1,1,1.590226362843681,-0.14843777683055034
0,0,0,0,0,0,0,0,1,0,1,9,34,3,1,3,-3.876943262051878,0.4597086211426529
0,1,0,1,0,1,1,0,0,0,1,9,55,5,1,3,-1.5933993724112483,-2.256128826066509
0,1,1,1,0,1,0,1,0,0,1,4,36,0,1,3,-0.6751425690203653,0.1720265158791821
0,1,0,0,0,1,1,0,0,0,0,8,29,5,1,0,-0.023710393418193372,-1.7026665597242079
0,1,0,1,0,1,1,0,0,0,1,9,64,3,0,3,-1.4417413727740276,-2.712753440024497
0,1,0,1,0,1,1,0,0,0,0,6,66,3,0,1,-0.27259211531053035,-2.3811937613191074
0,1,0,1,0,1,0,1,0,0,0,2,49,3,0,1,0.46708446694113637,-0.12000491242690378
1,1,0,1,0,1,1,1,0,0,0,1,25,0,0,1,2.0464747680035966,0.2729068496842488
0,1,0,1,0,1,1,1,0,1,0,1,58,3,0,1,1.6218438913751023,-1.431195766059567
0,1,0,1,0,1,1,1,0,0,0,1,56,5,0,1,1.0184292209895587,-1.339556321912972
1,1,0,0,0,1,1,1,1,0,0,2,29,0,0,0,1.8150804067604065,0.8392926304501717
0,1,0,1,1,1,1,1,0,0,0,4,70,5,0,2,0.24529185292406583,-1.5478190578607194
0,1,0,1,1,1,1,0,0,0,1,6,37,0,0,3,-1.524481846769996,-1.4645692096513894
1,1,0,1,0,1,0,1,1,0,0,1,38,4,1,1,0.6786580685670297,2.2451878239541134
1,1,0,1,0,1,1,1,0,1,0,8,59,5,0,1,1.8797957001949184,-1.2221583329770622
0,1,0,1,1,1,1,0,0,0,0,6,20,0,0,2,-0.4909275692134889,-0.8032141476810702
1,1,0,0,0,1,1,1,0,1,0,10,69,3,0,0,2.119532684274489,-1.910356136385484
0,1,0,1,1,1,0,1,1,0,0,0,66,3,0,2,-0.4933529920844133,0.9672572299728127
0,1,0,1,0,1,1,1,0,0,0,1,53,3,0,1,1.0567209883752446,-1.2001808225453103
0,0,0,1,1,1,1,0,0,0,1,9,60,2,0,3,-2.96174751001525,-2.4754007278851966
1,1,0,1,0,1,1,1,0,0,0,2,38,4,0,1,1.8599467261621963,-0.23720532712146192
0,1,0,1,1,0,0,0,1,0,1,8,34,0,0,3,-3.413544410588251,1.2169907862765286
1,1,1,1,0,1,0,1,0,0,0,1,45,0,0,1,1.4498537238918079,0.6980665051042965
1,1,0,1,0,1,1,1,0,0,0,2,30,0,1,1,1.7746043933562592,0.38157605557048774
0,0,0,1,1,1,0,0,1,0,1,9,38,2,1,3,-4.1121577322356995,0.5179434602901587
1,1,0,0,0,1,0,0,0,0,0,0,55,3,1,0,0.766473902570465,-0.1956783903864102
1,1,0,1,0,1,0,1,0,0,0,1,35,3,0,1,1.429221704273461,0.9530306353626624
0,1,0,0,0,1,1,1,0,0,0,6,49,5,0,0,1.0891354213090312,-1.8117372684872237
0,1,0,1,1,1,1,0,0,0,0,8,60,5,0,3,-0.8963813271704425,-2.0879192515736924
0,0,0,1,1,0,1,0,0,1,0,5,48,0,0,3,-1.7016567077403078,-1.2059870921632216
1,1,0,1,0,1,1,1,0,0,0,1,43,3,0,1,1.9234816092352731,-0.2817155340154246
1,1,0,1,1,1,0,1,1,0,0,7,39,5,1,2,-0.2710719989948941,2.1818463433714044
1,1,0,1,0,1,1,1,0,0,0,8,23,4,1,1,1.305431810456473,0.1224914999424655
1,1,0,1,1,1,1,1,0,0,0,3,51,3,0,2,1.255432784707231,-0.28421406482968703
0,1,0,1,1,1,1,0,0,0,1,9,21,2,0,3,-1.698368594062672,-1.2741493257541217
1,1,0,1,0,1,1,1,0,0,0,8,70,5,0,1,1.2369773806738225,-1.400694956453242
0,1,0,1,0,1,0,0,1,0,1,9,56,5,1,3,-2.683858961238515,-0.1403514535227289
0,0,0,1,0,0,0,0,1,0,1,4,33,5,0,3,-3.7608878362562206,0.7852443325723467
1,1,0,1,0,1,1,1,0,0,0,2,58,0,1,1,1.6386374144440923,-0.33513918666277676
1,1,0,1,1,0,0,1,1,0,0,2,23,3,0,2,-0.28437240377062867,3.1938173570570036
1,1,1,1,0,1,1,1,0,0,0,8,63,0,0,1,1.363884657133939,-1.1579259662273143
1,1,0,1,0,1,0,1,1,0,0,1,33,3,0,1,0.8864376192663573,2.1156285408342805
0,1,0,0,0,0,0,1,1,1,0,0,51,5,0,0,0.372817859226528,1.0562667240230095
1,1,0,1,0,1,0,1,1,0,0,10,27,3,1,1,0.06036074474147723,2.0884055089298728
1,1,0,0,0,1,1,1,0,1,0,1,51,3,1,0,2.718877094296299,-0.6911328778297768
0,0,0,0,0,0,0,0,0,0,0,6,69,2,1,3,-2.3036828506971996,-1.1335434763890697
1,1,0,0,0,1,1,1,0,0,0,1,59,0,0,0,2.2978502751973293,-0.9878381497426398
1,1,0,1,0,1,1,1,0,0,0,2,40,3,1,1,1.6904589428485548,0.03172945536603272
1,1,0,1,1,1,1,1,0,0,0,10,20,3,0,2,0.8742983178232229,0.1440155236297837
0,1,0,1,1,1,1,0,0,0,1,9,28,2,1,3,-1.9039981334331775,-1.1644916982296158
1,1,0,1,1,0,0,1,1,0,0,0,31,3,1,2,-0.342952381989738,3.38224274666875
1,1,0,1,1,1,0,1,1,0,0,1,32,0,0,2,0.4495838063974162,2.541744372311715
1,1,0,1,0,1,0,1,0,0,0,2,34,4,0,1,1.3462629670700745,0.895152950509016
0,1,0,1,1,1,1,0,1,0,1,6,62,4,1,3,-2.4174624953750605,-0.8294222965072203
1,1,0,1,1,1,1,1,0,1,0,8,33,0,0,2,1.5880648524283656,-0.09353359752011661
0,1,0,1,0,1,0,1,1,0,1,4,51,3,0,3,-1.1980318943829416,0.6096338442299825
1,1,0,1,1,1,1,1,0,0,0,3,36,0,1,2,1.192220258235359,0.4824538381421014
1,1,0,1,0,1,0,1,0,0,0,3,22,3,0,1,1.3404437055129934,1.1814265485182494
0,0,0,0,0,0,0,0,1,0,1,9,51,2,0,3,-3.7759949090692535,-0.2329840665890309
0,1,0,1,1,1,0,1,1,0,1,9,42,2,1,3,-2.171163482131615,1.2058654791681438
1,1,0,0,1,1,1,1,0,1,0,1,24,3,1,0,2.3726925180924394,0.30662737917168426
1,1,0,1,1,1,0,1,1,0,0,2,18,3,1,2,0.23439092368711867,3.042879193163665
0,1,0,1,1,1,1,0,0,0,1,9,26,5,0,3,-1.7582342269074898,-1.4960110612740654
0,1,1,1,1,1,1,0,0,1,0,8,57,2,1,3,-0.3948568556083085,-1.8243163743992517
1,1,0,1,0,1,1,1,0,1,0,0,59,4,1,1,2.3276419426823254,-0.4845706645191908
1,1,0,1,1,1,0,1,1,0,0,8,38,0,0,2,-0.1112213111919555,2.0228859621058
1,1,0,1,1,1,1,1,0,0,0,10,26,1,0,2,0.8688864134157123,0.05301826656532456
1,1,0,1,0,1,1,1,0,1,0,1,31,3,1,1,2.3995180976464825,0.21125450048047947
1,1,0,1,1,1,1,0,0,0,0,1,27,5,0,2,0.6137357913327731,-0.2154470129105528
0,1,1,1,1,1,0,1,1,0,0,6,55,2,1,2,-1.021823983764279,1.1629871838428334
1,1,0,0,0,1,1,1,0,1,0,3,47,1,1,0,2.610119300530589,-0.630525140549356
0,0,0,1,1,0,0,0,1,0,1,7,52,2,1,3,-4.694357001445134,0.8317100408583413
1,1,0,1,0,1,1,1,0,1,0,10,58,4,1,1,1.5729702827950354,-0.9807973667030035
1,1,0,1,1,1,1,1,0,0,0,1,30,0,0,2,1.5448993587572604,0.4515639727048363
1,1,0,1,1,1,0,1,1,0,0,4,38,0,0,2,0.19258973817599156,2.2316154321540864
1,1,0,1,0,1,1,1,0,0,0,3,49,4,0,1,1.7305783649618582,-0.5709543969394587
1,1,0,1,0,1,0,0,0,0,0,2,37,3,1,1,0.2854974541715204,0.5511503070258987
1,1,0,1,1,1,0,0,1,0,0,2,39,3,1,2,-0.7540060765493417,1.9180023084550069
1,1,0,1,0,1,1,1,0,0,0,3,60,4,1,1,1.5055249714610432,-0.5636846611625621
1,1,0,1,0,0,1,1,0,0,0,2,50,4,1,1,0.9639160646914798,0.3122269023792042
1,1,0,1,0,1,1,1,0,0,0,3,25,4,1,1,1.6754836951012522,0.3322093916290184
0,1,0,1,1,1,1,0,0,0,1,7,64,2,1,3,-1.9269072959219902,-1.9816179889339556
0,0,0,1,0,0,0,0,1,0,1,6,62,5,1,3,-4.225254098027403,0.22740382046085875
0,1,0,1,1,1,1,0,0,0,1,5,37,5,1,3,-1.6794765710403574,-1.2800118554488824
1,1,0,0,0,1,0,0,1,1,0,1,68,0,1,0,0.6998861380773892,0.5216293455252886
1,1,0,1,1,1,1,1,0,0,0,1,24,3,0,2,1.5384493247707942,0.5112689394908183
1,1,1,0,1,1,1,1,0,1,0,0,26,4,1,0,2.4606772547374853,0.18345223880669873
0,1,0,1,1,1,0,0,1,0,0,1,49,3,0,3,-1.3731761404249199,0.7628829493543713
0,1,0,0,0,0,0,0,1,0,0,5,43,4,1,0,-1.6036985871863534,0.835949024115206
1,1,0,1,1,1,1,1,0,0,1,3,53,3,0,2,0.29471796013938467,-0.5616145327464716
1,1,0,1,1,1,1,1,0,0,0,1,41,3,1,2,1.2842601500745148,0.36495683764630094
0,1,0,1,1,1,1,0,0,0,1,9,35,0,0,3,-1.7426282067308019,-1.5699223663137996
0,0,0,1,1,0,0,0,1,0,1,9,60,2,1,3,-4.8851102343897255,0.5225695223389798
1,1,0,1,1,1,1,1,0,0,0,1,35,4,1,2,1.3015339928760024,0.48724638498923745
0,1,0,1,1,1,0,0,1,0,1,8,54,0,1,3,-3.016180171444939,0.4261282989606329
1,1,0,1,1,1,1,1,1,0,0,3,23,4,0,2,0.8270418131531629,1.512612846722914
0,1,0,0,1,1,1,0,0,1,0,8,41,5,0,0,0.20176296791263676,-2.0950547641745043
0,1,0,1,1,0,0,0,1,0,1,9,57,5,0,3,-3.6604940261494017,0.4196165898233176
0,0,0,1,0,1,1,0,0,0,1,9,64,2,0,3,-2.50387577256211,-2.8844306073379045
1,1,0,1,1,1,1,1,0,0,0,1,59,3,0,2,1.3684906011305855,-0.38462511330076243
1,1,0,1,0,1,1,1,0,0,0,3,38,3,0,1,1.7958559022141865,-0.25809540435505607
0,1,0,1,0,1,1,1,0,0,0,0,66,0,1,1,0.9334942453331924,-1.098045794294715
1,1,0,1,0,1,1,1,0,0,0,3,49,4,0,1,1.7305783649618582,-0.5709543969394587
1,1,1,1,1,1,0,1,1,0,0,8,48,0,0,2,-0.12617510675553897,1.6740449610120014
0,1,0,1,1,0,0,0,1,0,0,9,63,5,0,3,-2.7386269098421745,0.4922412742448836
1,1,0,1,0,1,1,1,0,0,0,0,64,0,0,1,1.933044952575065,-0.6731927273428694
0,1,0,1,1,1,1,0,0,0,0,4,56,0,0,3,-0.5138367317023016,-1.6203404383854103
1,1,0,1,0,1,1,1,0,0,0,2,24,1,0,1,1.9635160308002104,0.2150291648306023
0,0,0,1,0,1,1,0,0,0,1,8,57,5,0,3,-2.4295170806740116,-2.746946300102949
0,0,0,1,1,1,1,0,0,1,1,7,59,5,1,3,-2.4228069109603476,-2.2535095315065066
1,1,0,1,0,1,1,1,0,1,0,3,39,3,0,1,2.380402659344353,-0.38672245612170386
1,1,0,1,0,1,1,1,0,1,0,10,37,4,0,1,1.8465833116216244,-0.732097373110877
1,1,1,0,0,1,1,1,0,1,0,8,65,5,1,0,2.1291062314205456,-1.5702229238126397
0,1,0,1,0,1,0,0,0,0,1,9,55,0,1,3,-2.0671972936637957,-1.0696969887912537
1,1,0,1,1,1,1,1,0,0,0,5,34,5,0,2,1.1623547632891194,-0.016014840483445533
0,1,0,1,0,1,1,0,0,0,0,0,31,4,0,1,0.3412212439876221,-1.203497793733575
1,1,0,1,1,1,1,1,0,1,0,8,23,3,0,2,1.6010386725722088,0.06855926101347447
0,1,0,1,1,1,1,0,0,0,0,8,42,3,0,3,-0.7852501067960957,-1.564589158152496
1,1,0,1,1,1,0,1,1,0,0,0,31,5,1,2,0.29944504565963237,2.7518986994511234
0,1,0,1,0,1,1,1,0,0,0,0,32,3,0,1,1.2346489849013569,-0.6104620233582903
0,1,0,1,0,1,0,0,1,0,0,8,49,0,0,3,-1.3919640700534472,0.18484125990020334
0,1,0,0,1,1,1,0,0,0,1,8,59,3,1,3,-1.5739639116937023,-2.3275557016122037
1,1,0,1,1,1,0,0,0,0,0,10,21,1,0,2,-0.5263631481961671,0.6236330640989954
1,1,0,1,0,1,0,1,1,0,0,2,25,3,0,1,0.8493325651849898,2.2682219568174276
0,1,0,1,1,1,1,0,0,0,0,1,24,3,1,2,-0.3378112214582591,-0.44973063462093193
0,1,0,1,0,1,1,1,0,0,0,9,58,2,1,1,0.2650432157279769,-1.4254958989650948
0,1,0,1,0,1,0,0,1,0,0,8,54,0,1,3,-1.5878816823587978,0.34569283329851375
0,0,0,1,1,1,0,0,1,0,1,9,62,2,1,3,-4.228700857017557,-0.09638389019549666
0,1,0,1,1,1,0,0,1,0,0,2,31,3,1,3,-1.5333593538229773,1.460282532789363
1,1,0,1,1,1,1,1,1,1,1,0,21,3,0,2,0.7148737887983079,1.4224095845386853
0,1,0,1,0,1,1,0,0,0,0,1,48,3,1,1,0.022941245343332743,-1.3706999728116862
1,1,1,1,1,1,1,1,0,0,1,8,30,0,0,2,0.09583296462285204,-0.2327903936474192
1,1,0,1,1,1,1,1,0,0,1,1,36,4,0,2,0.5173129264831969,-0.053393548073466746
1,1,0,1,1,1,1,1,0,0,0,1,21,0,0,2,1.588603030550457,0.6819367291369572
0,1,0,1,1,1,1,0,0,0,0,1,63,0,0,2,-0.31997018940438304,-1.6429721464075118
1,1,0,1,1,0,1,0,0,1,0,0,33,4,1,2,0.4240583324562292,0.46801163317233047
1,1,0,1,1,1,1,1,0,0,0,10,18,4,0,2,0.8721483064944008,0.16391717922511106
1,1,0,1,1,1,1,1,0,0,0,1,20,3,1,2,1.3862353842586401,0.9024932693212494
0,1,0,1,1,1,1,1,0,0,0,8,56,3,0,2,0.03318816980015602,-1.3356063262354185
1,1,0,1,1,1,1,1,0,1,0,2,38,0,0,2,2.0195016088173987,0.09157574286780097
0,1,0,1,0,1,1,0,0,0,0,0,43,0,1,1,0.15875964053013714,-1.0966558697796716
0,1,0,1,1,1,0,1,1,0,1,8,18,0,1,3,-1.9549437182198173,1.9349597777228251
0,1,0,1,1,1,1,0,1,0,0,2,19,4,1,2,-0.953842116603594,0.7061835318708448
0,1,1,1,0,1,0,0,1,0,1,5,43,0,1,3,-2.2240048542149875,0.46472884437289885
0,0,0,1,1,1,0,0,1,0,1,9,50,2,1,3,-4.170429294626628,0.21077978504733105
1,1,0,1,1,1,0,0,1,0,0,6,54,3,0,2,-0.9590187842634859,1.0364818062703645
1,1,0,1,1,1,1,1,0,0,0,1,23,4,1,2,1.359805555266931,0.7944100602320652
0,1,0,1,1,1,1,1,1,0,1,8,40,0,1,3,-1.5286673027140885,0.34185598722810606
1,1,1,1,0,1,0,1,1,1,0,1,52,0,0,1,1.4527686877542527,1.5272615753140484
0,1,0,1,0,1,1,0,0,0,0,8,35,0,1,1,-0.4100147499451378,-1.3093390263810252
0,1,0,1,0,1,0,0,1,0,0,0,41,3,1,1,-0.9527178728813284,1.0020355507393839
0,0,0,1,1,1,0,0,1,0,1,7,60,5,1,3,-4.102669220450359,-0.03470208013298094
1,1,0,1,0,1,1,1,0,1,0,2,66,0,0,1,2.3608302214886807,-0.9317814870705625
0,1,1,1,1,1,1,1,0,1,0,4,45,0,1,2,0.8773713989908561,-0.6584981955174736
0,1,0,1,1,0,0,0,1,0,1,9,39,3,1,3,-3.721000600417519,1.2317831213273356
0,1,1,1,1,1,1,1,1,0,0,0,49,5,0,2,0.13218796416607023,0.21697953173555384
1,1,0,1,1,1,1,1,0,0,0,0,58,3,0,2,1.4492993270051495,-0.3068457728517886
1,1,0,0,0,1,1,1,0,1,0,2,32,0,0,0,2.942411248897677,-0.4519323267880947
1,1,0,1,0,0,0,1,1,1,0,2,34,3,0,1,0.7289103096172139,2.5025785882162337
0,1,0,1,1,1,1,0,0,0,1,5,50,3,0,3,-1.5472424255334463,-1.8390243611544796
0,1,0,1,0,1,0,0,0,0,1,9,58,2,0,3,-1.9338512664070178,-1.497908926241737
0,1,0,1,1,1,1,1,0,0,1,6,34,5,0,2,-0.682801882089813,-0.9568992891993593
1,1,0,1,0,1,1,1,0,0,0,2,53,0,0,1,1.8345550267494428,-0.4959907600610872
1,1,0,1,0,1,0,1,1,0,0,2,46,3,1,1,0.5757195363584008,2.019521963225301
1,1,0,1,1,0,0,0,1,0,0,8,54,5,0,3,-1.8007694901727376,1.4372919573499388
1,1,0,1,0,1,1,1,0,0,0,3,29,3,1,1,1.6679217793649195,0.26111379015988656
1,1,0,1,0,1,1,1,0,0,0,3,38,3,0,1,1.7958559022141865,-0.25809540435505607
1,1,0,1,1,1,1,0,1,1,0,1,52,0,0,2,0.5885531035787088,0.30946399582734446
1,1,0,1,1,1,0,1,1,0,0,0,32,3,0,2,0.4899507535574724,2.5000498689883544
0,1,1,1,1,1,1,1,0,0,0,1,65,3,0,2,0.5547596741630572,-1.2935737818078137
1,1,0,1,0,1,0,0,0,0,0,8,44,0,1,1,-0.16862504942651133,0.15275416223058544
0,1,0,1,0,1,1,0,0,1,0,4,42,3,1,1,0.4136214601755814,-1.4766953165562324
1,1,0,1,0,1,0,1,1,0,0,3,37,3,0,1,0.7151082404520743,1.9088759140625284
1,1,0,1,0,0,0,1,1,0,0,8,24,1,1,1,-0.4155632676261873,2.8999052099823497
0,1,1,1,1,1,0,1,0,0,1,8,69,2,0,3,-1.4685820886923058,-0.9261820920215574
0,1,1,1,1,1,1,1,0,0,1,8,39,3,1,3,-0.9732953025289932,-0.9306991419930121
1,0,0,0,0,1,0,1,0,1,0,3,55,3,1,0,0.9404437640775255,-0.07088457631054547
1,1,0,1,1,1,0,1,1,0,0,1,47,0,0,2,0.3767443534087553,2.15778977825818
1,1,0,1,0,1,0,1,1,1,0,10,46,3,0,1,0.7291379529277149,1.2101965062161617
1,1,0,1,0,1,0,1,1,0,0,8,63,0,0,1,0.24467519207705885,1.0763196509781428
0,0,0,1,1,1,1,0,0,0,1,7,64,2,0,3,-2.8292658394615855,-2.4734238846086627
1,1,0,1,1,1,0,0,1,0,1,2,34,0,0,3,-1.4735055465647522,1.6248210838491484
0,1,0,1,1,1,0,0,1,0,1,5,30,4,1,3,-2.719226513213029,1.0718335908685934
1,1,0,1,1,1,1,1,0,0,0,1,37,5,0,2,1.4515979220593345,0.11592371075413362
1,1,0,1,0,1,0,1,1,1,0,3,48,3,1,1,1.079457567614004,1.8131155710096796
1,1,0,1,1,1,1,1,0,1,0,2,32,3,0,2,2.0130515748309326,0.15128070965378282
0,1,0,1,1,1,0,1,0,0,0,4,24,5,0,2,-0.06444143779980538,0.6596120831196552
1,1,1,0,0,1,1,1,0,1,0,3,65,0,1,0,2.568179735100363,-1.1528496348598956
0,1,0,1,1,1,1,0,0,0,0,6,64,0,1,3,-0.8762277592893579,-1.6406445188219498
0,1,0,0,0,1,0,0,0,0,0,8,64,0,1,0,-0.6674670383109491,-1.4121287752405338
1,1,0,1,0,1,1,1,0,1,0,1,50,3,1,1,2.3072547905275123,-0.27508798532066425
1,1,0,1,0,1,0,1,1,0,0,1,55,3,1,1,0.6079686269071909,1.8413315743052519
0,1,1,1,1,1,1,0,0,0,0,5,70,5,1,3,-0.8551146303505296,-1.9913767120484538
0,0,0,1,1,0,1,0,0,0,1,5,35,2,0,3,-3.2026586767701914,-1.0589874677536808
0,0,0,0,0,0,0,0,0,0,0,9,24,2,1,3,-2.313022778757177,-0.13822679676468055
0,1,0,1,1,1,0,0,1,0,1,9,18,5,1,3,-2.9766279385840235,1.1389755057846578
1,1,0,1,1,1,1,1,0,0,0,3,30,3,0,2,1.3574080188913562,0.2533223668452613
0,1,0,1,1,1,0,0,0,0,1,6,59,5,1,3,-2.3953681443214783,-0.8653572416899359
1,1,0,1,0,1,0,1,1,0,0,2,64,3,1,1,0.4883121927720078,1.5587764503610595
0,1,1,1,1,1,1,1,0,0,0,6,62,5,1,2,-0.005797918379561874,-1.2514428430315971
0,1,0,1,0,0,0,0,1,0,0,6,63,5,0,3,-2.033473031232765,0.34214638907599926
1,1,0,1,1,0,0,1,0,0,0,2,36,4,1,2,0.021496349341682867,2.0071968970838037
0,1,0,1,1,0,0,0,1,0,0,8,32,0,1,3,-2.624467380662868,1.783227692276135
1,0,0,0,1,1,0,1,1,0,0,10,61,4,0,0,-1.0797798215818113,0.611204311254899
1,1,0,1,0,1,0,1,1,0,0,3,42,4,0,1,0.6789664843952105,1.7495987590995394
1,1,0,1,0,1,1,1,0,0,0,10,43,3,0,1,1.2399067481573922,-0.751356841624068
0,1,0,1,0,0,0,0,0,0,0,8,44,5,0,3,-1.54061923672551,-0.3872798197448136
0,0,0,1,1,1,0,1,1,0,0,1,19,4,1,2,-1.598571539613762,2.172707280707609
0,1,0,1,1,1,0,1,1,0,0,0,53,0,0,2,-0.3946396509789766,1.3938947489879745
1,1,0,1,0,1,1,1,0,0,0,1,32,0,1,1,1.8408452286330914,0.38256447720875464
0,1,0,1,1,1,0,0,1,0,0,8,52,3,0,3,-1.9194133674165592,0.3208154579591636
0,1,0,1,0,1,1,0,0,0,1,6,60,2,1,3,-1.3542350878662444,-2.133689717379374
0,1,0,1,1,1,0,0,1,0,0,4,53,0,0,3,-1.584872466399259,0.5978248259059794
0,1,0,1,1,1,1,0,0,0,1,9,33,5,0,3,-1.7922259716355313,-1.6751898718323814
1,0,1,0,0,0,0,0,1,1,0,10,40,3,0,0,-1.4181815674849843,0.657908708575668
1,1,0,1,0,1,0,1,1,0,0,5,63,5,1,1,0.2415859924906712,1.3652417402047927
